e401k,inc,marr,male,age,fsize,nettfa,p401k,pira
0,19.125,0,0,40,2,0,0,0
0,15.654000282287598,0,0,45,4,3.200000047683716,0,0
0,19.95599937438965,0,1,53,1,2.0290000438690186,0,0
1,36.39899826049805,1,0,53,4,88.02799987792969,1,1
1,23.409000396728516,0,1,36,2,19.799999237060547,1,1
0,40.608001708984375,1,0,26,2,2.25,0,1
1,39.018001556396484,0,0,45,2,49.641998291015625,1,0
1,117.5999984741211,1,0,55,4,218.39999389648438,1,1
0,10.583999633789062,1,0,52,3,-1.1449999809265137,0,0
1,61.79999923706055,1,0,47,5,-4.769999980926514,0,0
1,33.95399856567383,1,0,43,5,12.45199966430664,1,1
0,15.329999923706055,1,0,43,5,-0.17000000178813934,0,0
1,58.17599868774414,1,0,50,2,130.22900390625,0,0
1,34.13999938964844,1,0,36,3,16.774999618530273,1,1
1,74.61299896240234,1,0,51,5,19.101999282836914,1,0
1,18.246000289916992,1,0,43,5,-3.9000000953674316,0,0
1,59.685001373291016,1,0,30,3,26.799999237060547,1,0
0,41.474998474121094,0,1,39,1,6,0,0
0,18.030000686645508,0,1,40,3,0.49900001287460327,0,0
0,12.75,0,0,51,2,0,0,0
0,19.677000045776367,1,1,45,4,0,0,0
0,27.059999465942383,1,0,51,4,1.4989999532699585,0,0
0,35.409000396728516,1,0,52,2,0.8999999761581421,0,1
0,32.939998626708984,1,0,50,3,5.010000228881836,0,0
0,21.315000534057617,0,0,40,2,3.5,0,1
1,83.319000244140625,1,0,46,3,6.800000190734863,1,0
1,74.8499984741211,1,0,37,3,34.279998779296875,1,0
0,53.92499923706055,0,1,38,1,35.01499938964844,0,0
1,48.66299819946289,1,0,45,4,14,1,0
1,69.00299835205078,1,0,36,4,57.775001525878906,1,0
1,53.39099884033203,0,0,42,1,15.347999572753906,0,1
1,43.5359992980957,0,0,40,3,-4.401000022888184,0,0
1,29.913000106811523,0,1,44,1,21.899999618530273,1,0
1,35.52000045776367,0,0,36,1,13.800000190734863,0,0
0,28.52400016784668,0,1,45,3,-1.100000023841858,0,0
1,71.20500183105469,1,0,50,2,16.246999740600586,1,0
1,88.7699966430664,1,0,34,4,81.3479995727539,1,0
1,45.27299880981445,1,0,42,4,-7.300000190734863,0,0
0,18.069000244140625,0,0,47,3,2.0299999713897705,0,0
0,13.272000312805176,0,0,29,1,-0.5,0,0
0,28.253999710083008,1,0,50,5,1.2000000476837158,0,0
0,12.630000114440918,0,0,46,1,0.75,0,0
0,17.604000091552734,0,0,31,1,-1.399999976158142,0,0
1,30.558000564575195,1,0,35,4,61.69900131225586,1,1
1,44.20500183105469,0,0,35,1,3.700000047683716,0,1
0,35.70000076293945,1,0,48,4,-5.099999904632568,0,0
1,64.0260009765625,1,0,50,2,5.168000221252441,0,0
1,21.479999542236328,0,1,44,1,0,0,0
0,26.639999389648438,1,0,35,3,-2.430000066757202,0,0
0,20.22599983215332,1,0,54,3,2.2950000762939453,0,0
1,55.16699981689453,1,0,56,4,151.54800415039062,1,1
1,27,0,1,29,1,4,1,0
0,14.130000114440918,0,0,37,1,1.850000023841858,0,0
0,18.79800033569336,1,1,28,1,-0.23399999737739563,0,0
0,22.559999465942383,1,0,31,5,-1.9950000047683716,0,0
0,45.1349983215332,1,0,52,2,1.5740000009536743,0,1
0,22.464000701904297,1,0,56,2,52.20000076293945,0,1
0,15.461999893188477,1,1,25,2,0.30000001192092896,0,1
0,12.444000244140625,1,0,36,4,-0.5,0,0
0,12.420000076293945,0,0,35,2,0,0,0
1,45.24599838256836,1,0,52,3,-4.75,0,1
1,18.01799964904785,1,0,34,3,0.30000001192092896,0,0
0,23.100000381469727,0,0,49,1,17,0,0
0,14.550000190734863,0,0,28,1,-6.5,0,0
0,39.94200134277344,1,0,36,5,0.20000000298023224,0,0
0,63.36000061035156,1,0,58,2,48.52799987792969,0,1
0,28.908000946044922,1,1,50,3,93.30000305175781,0,1
0,37.847999572753906,1,0,48,4,0.04100000113248825,0,0
0,12.069000244140625,1,0,64,4,-2.5510001182556152,0,0
0,30,0,1,54,1,1.5,0,1
1,33.17399978637695,1,0,37,4,14.005999565124512,1,0
1,39.731998443603516,1,0,39,5,16,0,1
1,36.965999603271484,1,0,44,3,29,0,1
0,16.5,1,0,30,3,-10.899999618530273,0,0
0,25.27199935913086,0,1,41,3,0.4000000059604645,0,0
1,35.77199935913086,1,0,41,4,-0.8019999861717224,0,0
1,20.23200035095215,1,0,48,10,-3.700000047683716,0,0
1,29.753999710083008,0,1,28,1,16.781999588012695,1,0
1,18.476999282836914,0,0,33,1,-1.9500000476837158,1,0
1,22.424999237060547,1,0,32,4,-5.675000190734863,0,0
1,28.725000381469727,1,0,32,5,3.1500000953674316,1,0
0,58.244998931884766,1,1,51,2,18.149999618530273,0,0
0,51.492000579833984,1,0,42,4,10.39799976348877,0,0
1,37.944000244140625,1,0,39,4,9.305000305175781,1,0
0,48,1,0,40,5,-0.10000000149011612,0,0
1,39.816001892089844,0,0,40,5,-3,0,0
0,10.968000411987305,1,0,52,4,-0.6510000228881836,0,0
0,16.020000457763672,1,0,29,4,-14,0,0
0,33.84000015258789,0,0,45,1,-1.600000023841858,0,0
0,38.99700164794922,1,0,46,3,5.423999786376953,0,1
1,57.441001892089844,1,0,32,3,-11.149999618530273,1,1
0,41.99399948120117,1,1,37,4,63.02199935913086,0,1
1,18.149999618530273,1,0,29,2,-148.5,1,0
0,58.154998779296875,0,1,53,1,2.5999999046325684,0,1
0,34.608001708984375,1,0,43,4,5.89900016784668,0,0
0,29.261999130249023,0,0,45,1,8.199999809265137,0,1
0,69.95999908447266,1,0,62,9,-0.8999999761581421,0,0
0,51.98400115966797,1,0,28,2,1.2999999523162842,0,0
1,121.1729965209961,1,0,48,3,152.5,1,1
1,49.70399856567383,1,1,38,4,-16.35099983215332,1,0
0,23.625,0,0,52,1,0.09000000357627869,0,0
1,48.18000030517578,0,1,32,1,9.199999809265137,1,0
0,51.29999923706055,1,0,35,5,17.899999618530273,0,1
0,93.62999725341797,1,0,38,4,15.49899959564209,0,0
0,32.38800048828125,1,0,52,2,0.30000001192092896,0,0
1,61.40700149536133,0,0,53,4,-0.6000000238418579,0,0
1,90.31800079345703,1,1,36,4,33.20000076293945,1,1
0,29.42099952697754,1,0,28,2,0.3840000033378601,0,0
0,21.764999389648438,0,1,55,1,0.27000001072883606,0,0
1,36.4739990234375,1,0,27,4,11.637999534606934,0,0
1,43.5629997253418,0,0,34,2,10.300000190734863,1,0
0,38.92499923706055,1,0,46,4,30.049999237060547,0,1
0,69.2699966430664,1,0,38,4,1.9989999532699585,0,0
1,44.87099838256836,0,1,31,1,16.375999450683594,1,0
0,18.695999145507812,0,0,53,6,0,0,0
1,34.698001861572266,0,0,34,2,31.535999298095703,1,0
1,65.279998779296875,1,0,42,3,8,0,0
1,50.78099822998047,1,0,48,3,28.457000732421875,1,0
0,72.375,1,0,34,4,-0.36000001430511475,0,0
0,17.145000457763672,0,1,31,1,0.125,0,0
0,29.700000762939453,1,0,62,2,18.299999237060547,0,0
1,64.65299987792969,1,0,47,4,43.94900131225586,1,1
0,24.711000442504883,0,0,33,1,-21.950000762939453,0,0
1,58.757999420166016,1,0,45,2,14.774999618530273,1,0
0,36.97800064086914,0,0,63,1,15.14900016784668,0,0
1,29.711999893188477,1,0,33,4,4.429999828338623,1,0
0,60.20100021362305,1,0,44,3,15.670999526977539,0,1
0,23.87700080871582,1,0,38,2,55.17499923706055,0,1
0,15.614999771118164,0,0,27,2,0.00800000037997961,0,0
0,15.456000328063965,0,1,25,1,0,0,0
0,14.430000305175781,1,0,40,4,-0.05999999865889549,0,0
0,13.199999809265137,0,1,42,1,-7.551000118255615,0,0
0,13.21500015258789,0,0,27,1,-1.875,0,0
1,26.10300064086914,0,0,47,2,2.0299999713897705,1,0
1,45.762001037597656,1,0,50,4,-7.060999870300293,1,0
0,35.70000076293945,1,0,44,4,1.246999979019165,0,0
0,48.29999923706055,1,0,33,4,4.650000095367432,0,0
0,41.4900016784668,0,1,34,1,1.4989999532699585,0,0
0,25.200000762939453,0,1,46,2,-4.400000095367432,0,0
1,75.93900299072266,1,1,47,4,154.1999969482422,0,1
1,57.29999923706055,1,0,42,5,5,1,0
1,148.77000427246094,1,0,29,2,202.0749969482422,1,1
1,80.6760025024414,1,0,53,2,37.29199981689453,1,1
0,10.362000465393066,0,1,50,1,2.2230000495910645,0,0
0,19.3799991607666,0,1,34,1,-1.600000023841858,0,0
1,84.36000061035156,1,0,40,4,10,1,0
0,18.468000411987305,1,0,38,4,0.49399998784065247,0,0
0,28.236000061035156,0,1,37,1,2.5999999046325684,0,0
0,84,0,0,43,1,-3.5,0,0
1,66.81300354003906,1,0,39,3,-25.924999237060547,0,0
1,36.69300079345703,1,0,64,8,-2.5999999046325684,1,0
1,78.8010025024414,1,0,53,2,50.499000549316406,1,0
0,27.059999465942383,0,0,33,1,23.200000762939453,0,0
1,29.525999069213867,0,1,46,1,122.447998046875,1,1
1,110.64600372314453,1,0,62,2,61.957000732421875,1,1
1,31.07699966430664,0,1,38,4,8.399999618530273,1,0
1,44.130001068115234,0,1,36,1,5.78000020980835,1,0
1,16.59600067138672,1,0,27,4,2.299999952316284,1,0
1,19.799999237060547,1,0,25,4,4.300000190734863,1,0
0,10.928999900817871,0,1,32,1,0.18199999630451202,0,0
0,59.25600051879883,0,0,48,2,29,0,1
0,34.301998138427734,0,0,51,2,2.7239999771118164,0,1
0,27.70800018310547,1,0,31,3,4,0,1
0,42.61800003051758,1,0,45,5,20.600000381469727,0,1
0,77.43000030517578,1,0,56,5,12,0,1
0,15.602999687194824,1,1,44,2,-13.930000305175781,0,0
0,108.25800323486328,1,0,53,3,28,0,1
0,20.79599952697754,1,0,62,2,2.009999990463257,0,0
1,37.374000549316406,1,0,63,2,72.970001220703125,1,0
0,51.60599899291992,1,0,55,3,182.74899291992188,0,1
1,33.689998626708984,1,0,35,3,7.5,1,0
0,17.645999908447266,1,0,32,3,0.6000000238418579,0,0
0,39.61199951171875,1,0,43,2,0.05000000074505806,0,0
1,57.23400115966797,1,0,37,3,2.546999931335449,1,0
1,72.5999984741211,1,0,41,4,7.099999904632568,1,0
0,28.836000442504883,0,1,39,2,-8.300999641418457,0,0
0,45.810001373291016,1,0,33,4,3,0,0
0,29.868000030517578,1,0,37,3,0.006000000052154064,0,0
0,29.940000534057617,1,0,32,6,-3.25,0,0
0,23.562000274658203,0,0,41,1,26.799999237060547,0,0
0,17.05500030517578,0,0,36,2,1.5,0,0
1,30.320999145507812,1,0,41,6,6.505000114440918,1,0
0,15.194999694824219,0,0,32,1,-0.3479999899864197,0,0
1,58.29600143432617,1,0,48,4,83.0999984741211,1,1
1,37.6619987487793,1,0,39,4,0.9399999976158142,1,0
0,45.83100128173828,1,0,33,3,14.281999588012695,0,1
0,58.12200164794922,1,0,31,2,-7.099999904632568,0,0
0,31.95599937438965,0,0,25,1,-1.899999976158142,0,0
0,14.390999794006348,0,0,50,1,15.298999786376953,0,0
0,37.42499923706055,1,0,25,2,6.199999809265137,0,0
0,21.92099952697754,1,0,59,2,45.5,0,0
0,20.985000610351562,1,0,38,5,-6.199999809265137,0,0
0,20.489999771118164,1,0,58,4,0.20000000298023224,0,0
0,22.83300018310547,0,0,28,3,0,0,0
1,53.49599838256836,1,0,42,4,58.67499923706055,1,1
0,13.755000114440918,0,0,33,3,-0.30000001192092896,0,0
0,11.039999961853027,1,0,37,4,0.20000000298023224,0,0
0,12.239999771118164,1,0,31,2,-2.549999952316284,0,0
1,39.63600158691406,1,0,30,4,-0.30000001192092896,1,0
1,11.156999588012695,0,1,25,1,-2.6600000858306885,1,0
0,21.275999069213867,0,1,29,2,-0.800000011920929,0,0
1,27.035999298095703,0,0,57,1,7.460000038146973,1,0
1,18.909000396728516,0,0,31,1,-5.11899995803833,0,0
0,56.505001068115234,1,0,40,4,1.0499999523162842,0,0
1,88.99199676513672,1,0,41,2,190.0260009765625,1,1
0,42.98699951171875,0,0,32,3,-0.27000001072883606,0,1
0,19.152000427246094,0,0,42,2,2,0,0
1,60.069000244140625,1,0,49,4,62.14899826049805,1,1
0,19.643999099731445,0,0,30,2,-14.901000022888184,0,0
0,11.9399995803833,1,1,27,4,0,0,0
1,63.36000061035156,1,0,33,5,12.229999542236328,1,0
1,62.553001403808594,1,0,47,6,171.85000610351562,1,1
0,57.345001220703125,1,1,62,2,115.19000244140625,0,1
0,45.04499816894531,1,0,34,4,6.249000072479248,0,1
1,16.200000762939453,1,0,42,4,-1.5,1,0
0,14.399999618530273,0,1,31,1,0,0,0
1,58.36800003051758,1,0,41,5,42.11399841308594,0,1
1,33.584999084472656,0,1,30,1,-5.820000171661377,1,1
0,61.125,1,0,27,2,-33.880001068115234,0,0
1,15.12600040435791,0,0,38,1,0.5019999742507935,1,0
0,35.03099822998047,0,1,51,1,16.749000549316406,0,1
0,13.170000076293945,0,0,59,1,31,0,1
0,39.59400177001953,0,1,36,1,4,0,0
1,33.64500045776367,0,1,44,1,-8.34000015258789,1,0
0,46.332000732421875,1,0,28,4,-1.0499999523162842,0,0
1,124.0199966430664,1,0,54,3,71.5,1,1
1,25.920000076293945,1,0,37,5,0,0,0
1,45.09299850463867,0,1,31,1,9.699999809265137,1,1
0,63.96900177001953,1,0,33,4,2,0,0
0,16.82699966430664,1,0,29,3,9.24899959564209,0,1
1,101.22599792480469,1,0,40,6,105,1,1
0,128.5500030517578,1,0,57,2,346.7489929199219,0,1
1,12.684000015258789,0,0,28,3,-0.27799999713897705,1,0
1,43.03200149536133,0,0,42,1,66.30000305175781,1,1
0,134.49000549316406,1,1,49,5,6.199999809265137,0,1
1,45.0629997253418,0,0,46,1,61.28300094604492,1,1
0,65.4000015258789,1,0,44,4,1,0,0
0,33.47700119018555,1,0,56,4,8.548999786376953,0,1
0,108.30000305175781,1,1,33,4,16.5,0,1
0,26.20199966430664,0,0,54,1,0.0989999994635582,0,0
0,46.57500076293945,1,0,29,2,-3.1510000228881836,0,1
0,29.219999313354492,0,0,40,1,28,0,0
0,124.93199920654297,1,0,40,4,120,0,1
1,41.849998474121094,1,0,35,5,11.300000190734863,1,0
1,61.893001556396484,0,0,49,3,56,0,1
0,44.63999938964844,0,0,58,1,97.66400146484375,0,1
0,20.724000930786133,0,1,26,1,1.9989999532699585,0,0
0,15.420000076293945,0,1,29,1,1.9989999532699585,0,0
0,26.77199935913086,0,1,36,1,-8.300000190734863,0,0
0,48.020999908447266,1,0,38,5,-1.6009999513626099,0,0
0,31.200000762939453,1,0,33,5,4,0,0
1,39.875999450683594,1,0,35,3,12.20300006866455,1,0
0,32.20500183105469,1,0,40,2,2.055999994277954,0,0
0,29.98200035095215,0,0,61,1,89.77400207519531,0,1
0,52.59000015258789,1,0,58,2,15,0,0
0,30.2549991607666,0,0,34,4,-1.5,0,0
0,47.26499938964844,0,0,42,1,7.298999786376953,0,0
1,37.96200180053711,1,0,47,3,17.268999099731445,0,1
1,48.965999603271484,1,0,44,4,114,1,1
1,35.736000061035156,0,0,27,1,-4.199999809265137,0,0
0,29.066999435424805,1,0,48,5,37.099998474121094,0,1
0,42.150001525878906,0,1,30,1,18.5,0,1
1,26.924999237060547,0,1,31,1,-2.5,1,0
0,27.033000946044922,0,0,55,1,-8.651000022888184,0,0
1,34.77000045776367,1,0,46,4,-17.500999450683594,0,0
0,28.14900016784668,1,0,29,4,-84.69999694824219,0,0
0,20.4060001373291,1,0,53,3,2.6080000400543213,0,1
0,30.780000686645508,1,0,53,4,3,0,0
0,30.45599937438965,1,0,51,3,11.996999740600586,0,0
0,55.20000076293945,1,0,31,3,0.9990000128746033,0,0
1,53.70000076293945,1,0,51,4,13.034000396728516,1,0
1,33.689998626708984,0,0,50,1,-16,0,0
1,17.399999618530273,0,0,29,2,3.8499999046325684,0,0
0,31.38599967956543,1,0,53,3,0.734000027179718,0,0
0,40.5,1,0,42,4,10.699999809265137,0,0
1,54.75,0,1,43,1,71,0,1
0,24.125999450683594,1,0,46,8,0,0,0
0,24.899999618530273,0,0,54,3,102.70999908447266,0,1
0,59.34600067138672,1,0,54,2,2,0,0
1,38.63999938964844,1,0,27,2,8.1899995803833,1,0
0,54.26100158691406,1,0,40,5,63.64799880981445,0,1
0,54.50400161743164,1,0,48,3,-22.913000106811523,0,0
1,17.549999237060547,0,1,34,1,0.004999999888241291,0,0
0,17.361000061035156,1,0,25,2,-1.4500000476837158,0,0
1,39.125999450683594,1,0,31,3,5.999000072479248,0,0
0,29.81399917602539,0,0,49,1,-2.9000000953674316,0,0
0,13.800000190734863,0,1,25,1,8,0,1
1,10.454999923706055,1,0,30,3,-0.15000000596046448,0,0
0,45.54899978637695,0,0,43,1,11,0,1
1,30.1200008392334,0,0,45,1,36.19900131225586,0,0
0,23.381999969482422,0,0,28,1,-0.699999988079071,0,0
1,68.772003173828125,1,0,36,4,52.29999923706055,1,0
1,21.672000885009766,1,0,43,4,18.224000930786133,1,0
1,16.440000534057617,0,1,56,1,0.25,0,0
0,21.972000122070312,0,0,33,2,-4.699999809265137,0,0
0,22.743000030517578,1,0,36,5,0.5989999771118164,0,0
0,98.90699768066406,1,0,54,2,90.29399871826172,0,1
0,13.866000175476074,0,0,32,2,2.257999897003174,0,0
1,72.957000732421875,1,0,31,2,8.848999977111816,1,0
1,25.68899917602539,1,0,27,2,3.749000072479248,1,1
0,57.47700119018555,1,0,40,4,-16.900999069213867,0,0
0,24.257999420166016,1,0,28,3,0.5,0,0
0,25.770000457763672,1,0,39,2,7.500999927520752,0,0
1,66.94499969482422,1,0,54,3,6.949999809265137,1,0
1,32.25299835205078,0,1,39,1,55.999000549316406,1,0
0,30.6299991607666,1,0,32,4,-3.200000047683716,0,0
1,38.75400161743164,1,1,61,5,70.3489990234375,1,1
1,26.964000701904297,1,0,38,4,3.0490000247955322,1,0
0,46.13999938964844,1,0,39,2,4.400000095367432,0,1
0,26.05500030517578,1,0,48,7,0.7490000128746033,0,0
0,29.304000854492188,1,1,53,2,1.8489999771118164,0,0
0,16.236000061035156,0,0,29,3,-1.062000036239624,0,0
1,66.36000061035156,1,0,52,3,95.4739990234375,1,1
1,56.21699905395508,1,0,28,4,16.783000946044922,1,0
1,28.125,1,0,44,4,56.79999923706055,1,1
0,53.564998626708984,1,1,39,3,-2.571000099182129,0,0
0,16.607999801635742,0,0,30,2,0,0,0
0,41.130001068115234,1,0,28,2,0.10999999940395355,0,0
0,19.71299934387207,1,0,34,3,3.8989999294281006,0,0
0,13.0649995803833,0,0,58,1,19.249000549316406,0,1
0,15.642000198364258,0,0,41,2,-0.2750000059604645,0,0
1,51.48899841308594,1,0,59,3,28.405000686645508,1,0
0,13.404000282287598,0,0,58,1,8.99899959564209,0,1
0,79.6500015258789,1,0,42,3,42.599998474121094,0,1
0,45.28799819946289,1,1,34,2,-11.565999984741211,0,0
0,25.91699981689453,0,0,30,3,-1.7000000476837158,0,0
1,38.81999969482422,0,0,60,1,52,1,0
0,21.6299991607666,0,0,61,3,-1.5010000467300415,0,0
0,25.200000762939453,0,1,55,1,0,0,0
1,21.764999389648438,0,1,28,1,0.003000000026077032,1,0
1,64.214996337890625,1,1,49,4,40,1,1
0,28.121999740600586,0,0,32,4,0.3050000071525574,0,0
1,33.48899841308594,0,0,37,1,1.0490000247955322,0,1
1,61.86899948120117,1,1,44,2,75.44999694824219,1,0
0,100.3290023803711,1,0,58,3,66.69999694824219,0,0
1,25.94099998474121,1,0,33,4,10,1,0
0,38.3489990234375,1,0,38,4,-4.5,0,0
1,31.097999572753906,1,0,54,2,5.335000038146973,1,0
0,50.52899932861328,1,0,31,2,12.800000190734863,0,1
1,23.100000381469727,0,0,36,2,-4.849999904632568,0,0
0,15.734999656677246,0,0,27,1,0.44200000166893005,0,1
1,31.68000030517578,0,0,56,1,15.508000373840332,1,1
0,19.59000015258789,0,0,41,1,0.0989999994635582,0,0
0,23.70599937438965,1,0,58,2,59.29999923706055,0,1
0,34.470001220703125,0,1,50,2,5,0,0
1,18.788999557495117,0,0,32,1,2.200000047683716,1,0
1,18.5939998626709,0,0,26,3,-0.02500000037252903,0,0
0,19.545000076293945,1,0,61,3,0.2939999997615814,0,0
1,31.844999313354492,1,0,39,3,112.7490005493164,1,0
0,12.85200023651123,1,0,56,2,-3.200000047683716,0,0
1,15.225000381469727,0,1,55,1,31.499000549316406,0,0
1,14.625,0,0,45,1,0.20000000298023224,0,0
0,10.38599967956543,0,0,40,3,-3,0,0
1,55.91999816894531,1,0,31,4,5.940000057220459,0,1
1,48,1,0,30,3,13.229999542236328,1,1
0,26.447999954223633,1,0,33,3,30.18000030517578,0,0
0,10.611000061035156,0,0,58,2,-2.2820000648498535,0,0
0,44.85599899291992,1,0,35,5,3.5,0,0
1,33.819000244140625,1,0,47,3,1.5,0,0
1,23.11199951171875,1,1,30,3,0.10000000149011612,0,0
0,96.147003173828125,1,0,56,3,110.5,0,1
0,66,0,1,45,2,79.9990005493164,0,0
1,27.26099967956543,1,0,42,4,-0.45100000500679016,1,0
0,10.890000343322754,0,0,45,2,0,0,0
0,13.199999809265137,1,0,49,4,4.099999904632568,0,1
0,36.119998931884766,1,0,34,3,-6.199999809265137,0,0
0,11.37600040435791,0,0,33,3,-2.996000051498413,0,0
0,15.909000396728516,1,0,52,5,-38.88999938964844,0,0
0,32.040000915527344,1,0,27,4,0.30000001192092896,0,0
1,38.48400115966797,1,0,33,3,-17.81800079345703,1,0
0,30.239999771118164,1,0,48,2,-1,0,0
1,52.79999923706055,1,0,29,4,-6,0,0
1,29.343000411987305,1,1,31,2,-6.109000205993652,0,0
0,11.244000434875488,0,0,48,1,4.923999786376953,0,0
0,21.239999771118164,1,0,31,4,-0.30000001192092896,0,0
1,40.349998474121094,1,0,38,4,6.320000171661377,1,0
1,16.232999801635742,0,1,36,3,8.9160003662109375,1,0
1,47.72999954223633,0,1,47,1,13.25,1,1
0,16.07699966430664,1,0,35,4,-11.35099983215332,0,0
0,20.42099952697754,0,1,37,1,-0.16500000655651093,0,0
1,40.290000915527344,1,0,38,4,2.930000066757202,0,0
1,65.56500244140625,1,0,50,4,65.39099884033203,1,1
1,20.38800048828125,1,0,60,2,0.2639999985694885,0,1
0,22.68000030517578,1,0,37,4,-1.1490000486373901,0,0
1,58.63199996948242,1,0,31,5,107.75,1,1
0,55.560001373291016,1,0,37,4,22.350000381469727,0,1
1,63.689998626708984,0,0,39,1,-9,0,0
1,43.887001037597656,0,1,34,1,33.54600143432617,1,1
0,26.549999237060547,0,0,35,2,-17.100000381469727,0,0
0,114.0479965209961,1,0,45,4,-9.151000022888184,0,0
1,30,0,0,33,1,14,1,0
0,58.92300033569336,1,0,28,2,25.698999404907227,0,1
0,71.69999694824219,1,0,35,3,10.899999618530273,0,0
1,74.457000732421875,1,0,38,5,-17.631000518798828,1,0
1,50.06399917602539,1,0,42,3,55.20000076293945,1,0
1,23.13599967956543,0,0,50,1,-5.199999809265137,0,0
1,30.79199981689453,0,0,27,1,42.38999938964844,1,0
1,51.71699905395508,0,0,44,1,28.208999633789062,0,0
0,80.0250015258789,1,0,38,4,-0.699999988079071,0,0
0,21.131999969482422,0,0,35,1,-8.225000381469727,0,0
1,16.68000030517578,0,1,48,1,-1.7999999523162842,0,0
0,20.988000869750977,1,0,46,1,1.0219999551773071,0,0
0,58.16699981689453,1,0,32,5,-1.6749999523162842,0,0
0,15.503999710083008,0,0,39,5,0,0,0
0,52.11000061035156,0,1,39,1,-9.9399995803833,0,0
0,37.31999969482422,0,0,52,1,-0.5509999990463257,0,0
0,12.815999984741211,1,0,31,7,-2.7960000038146973,0,0
1,38.14500045776367,1,0,26,2,1.2999999523162842,1,0
1,15.449999809265137,0,0,28,2,-9.680000305175781,1,0
0,25.72800064086914,0,0,39,3,1.6670000553131104,0,0
0,17.427000045776367,1,0,30,2,-0.824999988079071,0,0
1,56.05799865722656,1,0,34,3,0.8399999737739563,1,0
0,66.5790023803711,0,1,44,3,-0.12200000137090683,0,0
0,17.327999114990234,0,0,60,2,0.10000000149011612,0,0
1,79.86000061035156,1,0,33,2,14.5,1,0
1,23.95199966430664,1,0,63,2,79.82499694824219,1,1
0,24.299999237060547,1,0,33,3,0,0,0
0,25.815000534057617,1,0,28,3,3.999000072479248,0,0
0,46.79999923706055,1,0,31,3,-8.399999618530273,0,0
0,28.260000228881836,0,0,56,1,91.2300033569336,0,1
0,17.850000381469727,1,0,29,7,0.05000000074505806,0,0
0,41.130001068115234,1,0,33,3,-4.756999969482422,0,0
0,59.95800018310547,1,0,32,4,-7,0,0
0,27.167999267578125,1,0,43,6,-11.760000228881836,0,0
0,21.527999877929688,1,0,27,2,-0.7210000157356262,0,0
1,35.30400085449219,1,0,46,4,141.125,0,0
0,28.5,1,1,45,4,41.89899826049805,0,1
0,23.066999435424805,1,0,47,4,-16.121999740600586,0,0
1,36.402000427246094,1,0,30,5,0.8999999761581421,0,0
0,12.920999526977539,0,0,59,1,0.8399999737739563,0,0
0,31.875,1,0,38,4,0.30000001192092896,0,0
0,33.86399841308594,0,0,27,1,0,0,0
0,77.91300201416016,1,0,48,2,11.729999542236328,0,0
0,25.559999465942383,0,0,40,1,-1.7139999866485596,0,0
0,78.75,1,0,63,4,7.5,0,0
0,30.323999404907227,1,0,31,4,-1.5,0,0
1,14.670000076293945,1,0,58,2,-4.960000038146973,1,0
0,13.152000427246094,0,0,30,3,-2.6740000247955322,0,0
1,15.486000061035156,0,0,30,3,0.7720000147819519,0,0
0,42.632999420166016,1,0,40,5,0.05000000074505806,0,0
0,56.7869987487793,1,0,34,3,7.900000095367432,0,0
0,18.75,0,0,32,3,0,0,0
1,35.310001373291016,1,0,48,3,3.0380001068115234,0,0
0,22.170000076293945,0,1,46,2,0.5249999761581421,0,0
0,43.04999923706055,0,0,25,1,24.351999282836914,0,1
0,22.40999984741211,0,0,34,1,29.700000762939453,0,1
0,15.276000022888184,0,1,29,1,0,0,0
1,58.709999084472656,0,0,32,1,21.100000381469727,1,0
0,30.96299934387207,1,0,33,5,4.448999881744385,0,0
1,32.15999984741211,1,0,28,5,-5,1,0
1,39.36000061035156,1,0,35,4,-2.4000000953674316,0,0
0,47.0099983215332,0,0,42,3,14.420000076293945,0,1
1,37.47600173950195,1,0,37,4,33.637001037597656,0,1
0,71.7030029296875,0,1,38,1,225,0,1
0,34.88100051879883,1,0,64,2,48.486000061035156,0,1
1,39.45000076293945,1,1,36,5,-0.6010000109672546,1,0
0,24.65999984741211,0,0,40,2,24.100000381469727,0,1
1,14.592000007629395,0,0,44,2,0.8999999761581421,1,0
1,59.922000885009766,1,0,34,3,79,1,1
1,44.37900161743164,1,0,35,5,-4.650000095367432,0,1
0,18.93600082397461,1,1,59,3,1.399999976158142,0,0
0,23.280000686645508,0,1,57,1,0,0,0
0,37.7760009765625,1,0,43,4,21,0,0
0,19.986000061035156,1,0,58,3,-0.30000001192092896,0,0
1,25.274999618530273,0,1,25,1,106.1500015258789,1,1
1,56.87099838256836,1,0,64,2,249.5,1,1
0,36.209999084472656,1,1,32,4,0,0,0
0,13.836000442504883,0,0,62,2,34.882999420166016,0,1
0,47.733001708984375,1,0,36,2,1.7799999713897705,0,0
0,27.97800064086914,0,0,46,3,10.199999809265137,0,1
0,11.423999786376953,0,0,61,1,0.6000000238418579,0,0
1,36.43199920654297,0,0,27,1,10.16100025177002,0,1
1,42.86399841308594,1,0,32,2,4.800000190734863,1,0
0,13.260000228881836,0,0,41,2,0,0,0
1,63.60599899291992,1,0,34,2,-11.699999809265137,1,0
1,29.784000396728516,1,0,50,4,2,1,0
0,51.5099983215332,1,0,41,4,171.4499969482422,0,1
1,104.23200225830078,1,0,43,4,21.099000930786133,1,0
1,64.7969970703125,1,0,39,6,13.84000015258789,1,0
